vehicle,world_id,start_goal_id,controller,speed,scale_factor,seed,success,failure_mode,time_to_goal,time_at_failure,distance_at_failure,remaining_distance,total_path_length,avg_roll,avg_pitch,terrain_slope,terrain_roughness,terrain_deformability,terrain_bucket,sim_time,distance_traveled,fraction_completed,est_time_remaining
hmmwv,3,1,pid,10.0,1.0,0,1,reached,14.190000000000818,,,7.9556848505222755,128.85266691516125,7.860708596910165,4.060683712471282,0.23757563337427,0.11642745766080564,0.0,,14.190000000000818,121.00707763309916,0.9391119371457964,0.0
hmmwv,3,1,pid,12.0,1.0,0,1,reached,13.355000000000688,,,7.973991427359955,128.85266691516125,5.532813688301507,3.9043099364184624,0.23757563337427,0.11642745766080564,0.0,,13.355000000000688,129.46886343437546,1.0047821790108538,0.0
hmmwv,3,2,pid,4.0,1.0,0,1,reached,31.49499999999802,,,7.9920646791033,129.09646951514273,6.247980574096654,3.7331219007669554,0.24877126196033172,0.12672218480593944,0.0,,31.49499999999802,122.17630619997907,0.9463954100282197,0.0
hmmwv,3,2,pid,6.0,1.0,0,1,reached,21.370000000000033,,,7.997534155757751,129.09646951514273,5.675500703479285,3.6541323287183953,0.24877126196033172,0.12672218480593944,0.0,,21.370000000000033,121.99170881058426,0.9449654918430972,0.0
hmmwv,3,2,pid,8.0,1.0,0,1,reached,16.66000000000097,,,7.985832264905073,129.09646951514273,8.005408122114897,3.604925918476736,0.24877126196033172,0.12672218480593944,0.0,,16.66000000000097,121.52085342848677,0.9413181776766765,0.0
hmmwv,3,2,pid,10.0,1.0,0,0,rollover,,15.025000000000949,63.25932381515909,61.69924820258588,129.09646951514273,10.93897072954475,12.612289342396098,0.24877126196033172,0.12672218480593944,0.0,,15.025000000000949,63.25932381515909,0.49001590866695943,14.654459585319863
hmmwv,3,2,pid,12.0,1.0,0,1,reached,12.930000000000621,,,7.981362595810834,129.09646951514273,8.166949208265116,7.183703396772861,0.24877126196033172,0.12672218480593944,0.0,,12.930000000000621,122.86317545452955,0.9517159990197717,0.0
hmmwv,5,0,pid,4.0,1.0,0,1,reached,29.114999999998492,,,7.998902863420277,122.07337566314929,3.4697076813688543,2.1471094154872583,0.15818550730483816,0.08253495886647522,0.0,,29.114999999998492,114.17897194425217,0.9353306675103257,0.0
hmmwv,5,0,pid,6.0,1.0,0,1,reached,19.850000000000335,,,7.989251498686892,122.07337566314929,3.4819111568472643,2.0727082638730945,0.15818550730483816,0.08253495886647522,0.0,,19.850000000000335,114.23620042213277,0.9357994714372239,0.0
hmmwv,5,0,pid,8.0,1.0,0,1,reached,15.495000000001022,,,7.995651800682182,122.07337566314929,4.07698670346385,2.2532469847794374,0.15818550730483816,0.08253495886647522,0.0,,15.495000000001022,114.42772102745485,0.9373683688670005,0.0
hmmwv,5,0,pid,10.0,1.0,0,1,reached,12.86000000000061,,,7.965057937101653,122.07337566314929,3.372728764328544,2.2575542169366627,0.15818550730483816,0.08253495886647522,0.0,,12.86000000000061,114.72084277282957,0.9397695619509336,0.0
hmmwv,5,0,pid,12.0,1.0,0,1,reached,11.355000000000375,,,7.957515656153696,122.07337566314929,3.215024222172483,2.585461218431933,0.15818550730483816,0.08253495886647522,0.0,,11.355000000000375,115.73039439551081,0.9480396013202635,0.0
hmmwv,5,1,pid,4.0,1.0,0,1,reached,30.664999999998184,,,7.984261177936521,128.48463800781593,2.5606092884532274,2.4279794450306307,0.10916751639603745,0.0546445053839681,0.0,,30.664999999998184,120.82240863532763,0.9403646265320669,0.0
hmmwv,5,1,pid,6.0,1.0,0,1,reached,20.805000000000145,,,7.988620170229262,128.48463800781593,2.666375312961246,2.5885247947481855,0.10916751639603745,0.0546445053839681,0.0,,20.805000000000145,120.9245029110059,0.9411592295076542,0.0
hmmwv,5,1,pid,8.0,1.0,0,1,reached,16.170000000001068,,,7.96618393778506,128.48463800781593,2.962569791316222,2.9740774115470994,0.10916751639603745,0.0546445053839681,0.0,,16.170000000001068,121.47888332481142,0.9454739897965208,0.0
hmmwv,5,1,pid,10.0,1.0,0,0,stuck,,6.24000000000089,48.14750000182658,77.58875549764011,128.48463800781593,3.657245334170477,2.6595013371094605,0.10916751639603745,0.0546445053839681,0.0,,16.240000000001054,48.14750000182658,0.3747335148260891,10.055638076472837
hmmwv,5,1,pid,12.0,1.0,0,0,rollover,,32.14499999999799,139.6285621534689,54.47944030333184,128.48463800781593,7.013900038726377,6.568845157407147,0.10916751639603745,0.0546445053839681,0.0,,32.14499999999799,139.6285621534689,1.0867335139705578,12.542144540782877
hmmwv,5,2,pid,4.0,1.0,0,1,reached,31.02999999999811,,,7.993477146289933,128.72806570335806,2.374018559603622,2.3038424103805677,0.11448444098784662,0.058756256759140174,0.0,,31.02999999999811,122.31555466353403,0.9501856024575008,0.0
hmmwv,5,2,pid,6.0,1.0,0,1,reached,21.09000000000009,,,7.998999492119482,128.72806570335806,2.4510101470333976,2.350113315894899,0.11448444098784662,0.058756256759140174,0.0,,21.09000000000009,122.56819192601111,0.9521481679718407,0.0
hmmwv,5,2,pid,8.0,1.0,0,1,reached,16.30500000000104,,,7.991365043859459,128.72806570335806,2.5072137197357574,2.386485216335839,0.11448444098784662,0.058756256759140174,0.0,,16.30500000000104,122.761263124464,0.9536480056132902,0.0
hmmwv,5,2,pid,10.0,1.0,0,1,reached,13.55500000000072,,,7.973160507933491,128.72806570335806,2.3631007161515174,2.4070417194696576,0.11448444098784662,0.058756256759140174,0.0,,13.55500000000072,123.91786018992312,0.9626328144748201,0.0
hmmwv,5,2,pid,12.0,1.0,0,1,reached,12.22000000000051,,,7.999975393954404,128.72806570335806,3.2917636586876187,2.976782185582212,0.11448444098784662,0.058756256759140174,0.0,,12.22000000000051,128.44662248239058,0.997813660762867,0.0
hmmwv,61,0,pid,4.0,1.0,0,0,rollover,,1.3399999999999934,2.6774168916671206,119.17608891498722,123.31742441105,16.586255368687496,32.995587058555806,0.7091932395943854,0.36251401274493855,1.0,,1.3399999999999934,2.6774168916671206,0.021711586213012148,59.64553358989447
hmmwv,61,0,pid,6.0,1.0,0,0,rollover,,1.3399999999999934,2.6774168916671206,119.17608891498722,123.31742441105,16.586255368687496,32.995587058555806,0.7091932395943854,0.36251401274493855,1.0,,1.3399999999999934,2.6774168916671206,0.021711586213012148,59.64553358989447
hmmwv,61,0,pid,8.0,1.0,0,0,rollover,,1.3399999999999934,2.6774168916671206,119.17608891498722,123.31742441105,16.586255368687496,32.995587058555806,0.7091932395943854,0.36251401274493855,1.0,,1.3399999999999934,2.6774168916671206,0.021711586213012148,59.64553358989447
hmmwv,61,0,pid,10.0,1.0,0,0,rollover,,1.3399999999999934,2.6774168916671206,119.17608891498722,123.31742441105,16.586255368687496,32.995587058555806,0.7091932395943854,0.36251401274493855,1.0,,1.3399999999999934,2.6774168916671206,0.021711586213012148,59.64553358989447
hmmwv,61,0,pid,12.0,1.0,0,0,rollover,,1.3399999999999934,2.6774168916671206,119.17608891498722,123.31742441105,16.586255368687496,32.995587058555806,0.7091932395943854,0.36251401274493855,1.0,,1.3399999999999934,2.6774168916671206,0.021711586213012148,59.64553358989447
hmmwv,61,1,pid,4.0,1.0,0,0,rollover,,35.49999999999971,109.6021963624163,18.365565075803,126.76258940661117,10.707699307787172,5.956639954751822,0.4803646672299955,0.24603284239694276,1.0,,35.49999999999971,109.6021963624163,0.8646257296847244,5.948581158311267
hmmwv,61,1,pid,6.0,1.0,0,0,rollover,,31.869999999997944,114.58526656331404,16.176506781647035,126.76258940661117,9.540254900976315,8.016775889049294,0.4803646672299955,0.24603284239694276,1.0,,31.869999999997944,114.58526656331404,0.9039359885254755,4.499228274223139
hmmwv,61,1,pid,8.0,1.0,0,0,stuck,,12.314999999999682,54.96909321272189,70.57479452285148,126.76258940661117,6.086897970322621,7.265030816474114,0.4803646672299955,0.24603284239694276,1.0,,22.314999999999845,54.96909321272189,0.4336381377978938,15.811223066487566
hmmwv,61,1,pid,10.0,1.0,0,0,stuck,,22.824999999998177,98.48117818197106,39.1809003864703,126.76258940661117,12.665577939413625,12.27854731133808,0.4803646672299955,0.24603284239694276,1.0,,32.82499999999834,98.48117818197106,0.7768946551421178,9.08096417844068
hmmwv,61,1,pid,12.0,1.0,0,0,stuck,,23.569999999998558,101.79021050784267,39.03247235730396,126.76258940661117,9.058240162104239,12.651184457422124,0.4803646672299955,0.24603284239694276,1.0,,33.56999999999872,101.79021050784267,0.8029988262651718,9.038151791529252
hmmwv,61,2,pid,4.0,1.0,0,0,timeout,,40.00000000000201,122.18380117605554,12.720053900735511,128.72806570335806,7.627564483844844,7.530699279028018,0.3785578137392549,0.18439348564986457,1.0,,40.00000000000201,122.18380117605554,0.9491621000319918,4.164235775381626
hmmwv,61,2,pid,6.0,1.0,0,1,reached,35.42499999999967,,,7.99288811455193,128.72806570335806,9.256849243380605,7.96495642023412,0.3785578137392549,0.18439348564986457,1.0,,35.42499999999967,131.86745018345522,1.024387723554641,0.0
hmmwv,61,2,pid,8.0,1.0,0,1,reached,25.224999999999266,,,7.9905709321889935,128.72806570335806,9.06247981715008,6.109772601100125,0.3785578137392549,0.18439348564986457,1.0,,25.224999999999266,121.56045695522745,0.9443197665639776,0.0
hmmwv,61,2,pid,10.0,1.0,0,1,reached,27.039999999998905,,,7.997493657654378,128.72806570335806,9.02847953370568,6.180193922098283,0.3785578137392549,0.18439348564986457,1.0,,27.039999999998905,120.45525328253854,0.9357341977010402,0.0
hmmwv,61,2,pid,12.0,1.0,0,1,reached,27.039999999998905,,,7.997493657654378,128.72806570335806,9.02847953370568,6.180193922098283,0.3785578137392549,0.18439348564986457,1.0,,27.039999999998905,120.45525328253854,0.9357341977010402,0.0
hmmwv,62,0,pid,4.0,1.0,0,0,stuck,,10.220000000000098,39.020942958676756,85.93930873759133,125.07899204676276,3.1656070694191807,2.7247164436458946,0.3235439842465896,0.1731073931990138,1.0,,20.22000000000026,39.020942958676756,0.3119703982271312,22.508419036113832
hmmwv,62,0,pid,6.0,1.0,0,0,stuck,,7.60000000000062,41.968394075564554,83.64102143324504,125.07899204676276,5.57854559055642,15.761784185848448,0.3235439842465896,0.1731073931990138,1.0,,17.600000000000783,41.968394075564554,0.33553511576007905,15.146440003117112
hmmwv,62,0,pid,8.0,1.0,0,0,stuck,,7.115000000000716,40.77595594207458,85.937256186463,125.07899204676276,4.11927036842542,2.6826127575811283,0.3235439842465896,0.1731073931990138,1.0,,17.11500000000088,40.77595594207458,0.3260016352452684,14.995199098099599
hmmwv,62,0,pid,10.0,1.0,0,0,stuck,,6.355000000000867,39.19863478906982,85.944486061198,125.07899204676276,4.8380111736582885,3.0961629183103003,0.3235439842465896,0.1731073931990138,1.0,,16.35500000000103,39.19863478906982,0.3133910351181499,13.933577326302302
hmmwv,62,0,pid,12.0,1.0,0,0,stuck,,6.355000000000867,39.3745934215396,85.94664413814334,125.07899204676276,4.714277918833195,3.0946003771196393,0.3235439842465896,0.1731073931990138,1.0,,16.35500000000103,39.3745934215396,0.3147978151824152,13.871658753412943
hmmwv,62,1,pid,4.0,1.0,0,1,reached,30.82999999999815,,,7.990612609830969,123.15498472240444,4.5987424265782,4.98205606383453,0.22852323019692367,0.1131911140559893,1.0,,30.82999999999815,116.6933841146326,0.9475327724465517,0.0
hmmwv,62,1,pid,6.0,1.0,0,1,reached,21.54,,,7.988551537798129,123.15498472240444,4.378038579059856,4.608143091815527,0.22852323019692367,0.1131911140559893,1.0,,21.54,118.45380942391957,0.9618271618555961,0.0
hmmwv,62,1,pid,8.0,1.0,0,1,reached,16.750000000000952,,,7.991167844369602,123.15498472240444,4.853988657011174,5.246406671518453,0.22852323019692367,0.1131911140559893,1.0,,16.750000000000952,116.69772326082641,0.9475680056626785,0.0
hmmwv,62,1,pid,10.0,1.0,0,1,reached,14.575000000000879,,,7.970161726989235,123.15498472240444,6.299495695785345,6.701954474691877,0.22852323019692367,0.1131911140559893,1.0,,14.575000000000879,115.21483212027802,0.9355271520675854,0.0
hmmwv,62,1,pid,12.0,1.0,0,1,reached,15.710000000001056,,,7.9620072306648995,123.15498472240444,5.941243175409103,6.501748974712254,0.22852323019692367,0.1131911140559893,1.0,,15.710000000001056,126.67264155341373,1.028562845742202,0.0
hmmwv,62,2,pid,4.0,1.0,0,1,reached,32.53499999999819,,,7.991993420178089,129.13439452452468,5.0310813204038345,4.467428034639531,0.19869657034450758,0.0996360812801705,1.0,,32.53499999999819,123.40544050933163,0.9556357232611252,0.0
hmmwv,62,2,pid,6.0,1.0,0,1,reached,22.254999999999857,,,7.996380001962956,129.13439452452468,5.244511110764524,4.68240602116839,0.19869657034450758,0.0996360812801705,1.0,,22.254999999999857,123.40007450446136,0.9555941696154832,0.0
hmmwv,62,2,pid,8.0,1.0,0,1,reached,17.690000000000765,,,7.97175924964609,129.13439452452468,4.1179349827940195,4.609080970443929,0.19869657034450758,0.0996360812801705,1.0,,17.690000000000765,125.36831494349534,0.9708359682569766,0.0
hmmwv,62,2,pid,10.0,1.0,0,0,stuck,,7.285000000000682,53.67217679176288,75.7643576354968,129.13439452452468,4.404099724210266,13.149559892150524,0.19869657034450758,0.0996360812801705,1.0,,17.285000000000846,53.67217679176288,0.4156303747687428,10.283602759695654
hmmwv,62,2,pid,12.0,1.0,0,1,reached,15.660000000001048,,,7.98291625536531,129.13439452452468,5.99781583868207,4.720498050283351,0.19869657034450758,0.0996360812801705,1.0,,15.660000000001048,132.69571479091886,1.0275784021716834,0.0
hmmwv,74,0,pid,4.0,1.0,0,1,reached,33.47499999999867,,,7.993428031813066,132.9422083456846,2.208992539837456,1.6265199387615499,0.11853652700731834,0.06202966172614443,1.0,,33.47499999999867,127.99267683887331,0.9627692997701587,0.0
hmmwv,74,0,pid,6.0,1.0,0,1,reached,23.279999999999653,,,7.978373831473745,132.9422083456846,2.188409431497226,1.655362437688461,0.11853652700731834,0.06202966172614443,1.0,,23.279999999999653,129.23575863431756,0.9721198424677188,0.0
hmmwv,74,0,pid,8.0,1.0,0,1,reached,18.885000000000527,,,7.979299865440772,132.9422083456846,2.9296644480900667,1.835891901055994,0.11853652700731834,0.06202966172614443,1.0,,18.885000000000527,134.14176978114483,1.0090231796988136,0.0
hmmwv,74,0,pid,10.0,1.0,0,0,rollover,,16.745000000000953,144.34359383570998,17.901728495509204,132.9422083456846,3.2674309776997945,4.254667373871818,0.11853652700731834,0.06202966172614443,1.0,,16.745000000000953,144.34359383570998,1.0857619685418403,2.076742276477519
hmmwv,74,0,pid,12.0,1.0,0,0,stuck,,14.829999999999181,127.17939940258447,28.657094561710768,132.9422083456846,3.801541874938721,6.71687632414802,0.11853652700731834,0.06202966172614443,1.0,,24.829999999999345,127.17939940258447,0.9566517736179369,3.3416159719772267
hmmwv,74,1,pid,4.0,1.0,0,1,reached,29.72499999999837,,,7.98428988736649,124.98368155164083,1.7537669537050582,1.9217349555938774,0.09340080786104578,0.04325593475267091,1.0,,29.72499999999837,114.00347980936463,0.9121469170538125,0.0
hmmwv,74,1,pid,6.0,1.0,0,1,reached,20.32500000000024,,,7.9924567649915375,124.98368155164083,1.7542957567144732,1.9726342149624492,0.09340080786104578,0.04325593475267091,1.0,,20.32500000000024,114.19700835309051,0.9136953475474838,0.0
hmmwv,74,1,pid,8.0,1.0,0,1,reached,15.86500000000108,,,7.981513927864641,124.98368155164083,1.9493394357530143,2.027896180497528,0.09340080786104578,0.04325593475267091,1.0,,15.86500000000108,114.24354925494585,0.9140677233750922,0.0
hmmwv,74,1,pid,10.0,1.0,0,1,reached,13.330000000000684,,,7.969137253610727,124.98368155164083,2.182007235417635,2.03693082000504,0.09340080786104578,0.04325593475267091,1.0,,13.330000000000684,114.48391111838757,0.9159908693446915,0.0
hmmwv,74,1,pid,12.0,1.0,0,1,reached,11.780000000000442,,,7.985041430090262,124.98368155164083,2.33763723765141,2.1360880406504563,0.09340080786104578,0.04325593475267091,1.0,,11.780000000000442,114.33701041304755,0.9148155102616794,0.0
hmmwv,74,2,pid,4.0,1.0,0,1,reached,32.384999999998115,,,7.985846798917833,129.0333937681478,1.884745771854022,1.805689507413681,0.1010727018073698,0.050717989492098305,1.0,,32.384999999998115,123.7144041507478,0.9587781932872559,0.0
hmmwv,74,2,pid,6.0,1.0,0,1,reached,21.88499999999993,,,7.981772176617596,129.0333937681478,1.8891079651068896,1.7811146067809798,0.1010727018073698,0.050717989492098305,1.0,,21.88499999999993,123.61907360094455,0.9580393880290252,0.0
hmmwv,74,2,pid,8.0,1.0,0,1,reached,16.875000000000927,,,7.984897719347259,129.0333937681478,1.6727158742466608,1.7586703095948626,0.1010727018073698,0.050717989492098305,1.0,,16.875000000000927,123.53706873782319,0.9574038559335996,0.0
hmmwv,74,2,pid,10.0,1.0,0,1,reached,14.220000000000823,,,7.967273437247362,129.0333937681478,2.074924663285201,1.9606199432830664,0.1010727018073698,0.050717989492098305,1.0,,14.220000000000823,124.75208715992362,0.9668201658253135,0.0
hmmwv,74,2,pid,12.0,1.0,0,1,reached,12.770000000000596,,,7.9724735274022285,129.0333937681478,2.191236960199057,2.313174491558869,0.1010727018073698,0.050717989492098305,1.0,,12.770000000000596,127.98833228299283,0.991900844776409,0.0
hmmwv,91,0,pid,4.0,1.0,0,0,stuck,,16.619999999998825,66.27166637467312,58.16400372565963,121.84059242913007,6.655066286246662,4.121477756510205,0.35836094060401075,0.18253014026459458,0.234375,,26.61999999999899,66.27166637467312,0.5439210779709625,14.58671246404377
hmmwv,91,0,pid,6.0,1.0,0,1,reached,22.574999999999793,,,7.980800863755334,121.84059242913007,6.0644771079561455,5.511653336353775,0.35836094060401075,0.18253014026459458,0.234375,,22.574999999999793,120.35127819656147,0.9877765348733438,0.0
hmmwv,91,0,pid,8.0,1.0,0,1,reached,28.46499999999862,,,7.983964858423153,121.84059242913007,9.052817793576123,3.985089084377437,0.35836094060401075,0.18253014026459458,0.234375,,28.46499999999862,122.954670180078,1.0091437322220502,0.0
hmmwv,91,0,pid,10.0,1.0,0,0,rollover,,23.219999999999665,105.5811817491298,23.777495438035924,121.84059242913007,13.049672973541034,3.4386259571978557,0.35836094060401075,0.18253014026459458,0.234375,,23.219999999999665,105.5811817491298,0.8665517759242861,5.229278882131253
hmmwv,91,0,pid,12.0,1.0,0,0,stuck,,19.679999999998216,83.67670081195023,43.74092591471783,121.84059242913007,9.289984764473818,4.953761319065134,0.35836094060401075,0.18253014026459458,0.234375,,29.67999999999838,83.67670081195023,0.6867719463907048,10.28746847866439
hmmwv,91,1,pid,4.0,1.0,0,1,reached,29.639999999998388,,,7.985939875386202,122.28251242004478,5.80763795952742,4.663289429943989,0.2428675384825032,0.12101897970177874,0.0,,29.639999999998388,114.6806305917464,0.9378334507702487,0.0
hmmwv,91,1,pid,6.0,1.0,0,1,reached,20.570000000000192,,,7.997329096237537,122.28251242004478,6.52676751002819,4.480196719231867,0.2428675384825032,0.12101897970177874,0.0,,20.570000000000192,114.99754182446824,0.9404250824471744,0.0
hmmwv,91,1,pid,8.0,1.0,0,1,reached,16.380000000001026,,,7.98312224560409,122.28251242004478,7.092812629488923,4.676022504181459,0.2428675384825032,0.12101897970177874,0.0,,16.380000000001026,115.24164404805609,0.9424212977583986,0.0
hmmwv,91,1,pid,10.0,1.0,0,1,reached,14.500000000000867,,,7.972188808155905,122.28251242004478,5.810542818653418,6.038477703234729,0.2428675384825032,0.12101897970177874,0.0,,14.500000000000867,117.31779614478742,0.9593996216057176,0.0
hmmwv,91,1,pid,12.0,1.0,0,0,stuck,,10.625000000000018,69.27922938939473,66.0216881741483,122.28251242004478,3.7333367030729177,3.590534854123696,0.2428675384825032,0.12101897970177874,0.0,,20.62500000000018,69.27922938939473,0.5665505886190669,10.12540761542751
hmmwv,91,2,pid,4.0,1.0,0,1,reached,31.53499999999801,,,7.987810409288764,130.89589722479073,6.1194008646248585,5.247795598200433,0.2616656268615247,0.13456823747045127,0.140625,,31.53499999999801,120.36817644669041,0.9195718047600774,0.0
hmmwv,91,2,pid,6.0,1.0,0,1,reached,22.63499999999978,,,7.975258031501468,130.89589722479073,5.6926240022477135,3.8919680653213455,0.2616656268615247,0.13456823747045127,0.140625,,22.63499999999978,125.73124883501573,0.9605438482085835,0.0
hmmwv,91,2,pid,8.0,1.0,0,1,reached,18.67500000000057,,,7.984300514029116,130.89589722479073,6.060413454882851,4.704334793821991,0.2616656268615247,0.13456823747045127,0.140625,,18.67500000000057,128.0479959459159,0.9782430057835649,0.0
hmmwv,91,2,pid,10.0,1.0,0,0,stuck,,24.849999999999213,105.68394656315606,36.22913372890242,130.89589722479073,4.95691868148767,7.131628630694477,0.2616656268615247,0.13456823747045127,0.140625,,34.849999999999376,105.68394656315606,0.807389297936989,8.518739150464887
hmmwv,91,2,pid,12.0,1.0,0,1,reached,16.46500000000101,,,7.99569883424394,130.89589722479073,5.6517661365861045,5.032956403527125,0.2616656268615247,0.13456823747045127,0.140625,,16.46500000000101,126.51238123337215,0.9665114332507255,0.0
hmmwv,92,0,pid,4.0,1.0,0,0,rollover,,1.4199999999999917,4.384243582855484,116.44833891432947,120.00000000000001,32.98658400283161,2.6815662616544516,0.6145544353562264,0.33278732875330763,0.15625,,1.4199999999999917,4.384243582855484,0.03653536319046237,37.716116391199485
hmmwv,92,0,pid,6.0,1.0,0,0,rollover,,6.5549999999998825,26.41358583962518,96.01378135037913,120.00000000000001,22.560380950580623,9.256021042767753,0.6145544353562264,0.33278732875330763,0.15625,,6.5549999999998825,26.41358583962518,0.2201132153302098,23.827523478752894
